State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow,Latitude,Longitude
MT,Flathead County,38918,2650198,2324,101775,3025,194175,701,1.801,48.314678,-114.054295
VA,Mathews County,3354,231619,199,9873,259,17047,60,1.7890000000000001,37.425348,-76.26880799999999
UT,Beaver County,2020,111672,125,5549,161,6736,36,1.7819999999999998,38.357535,-113.238948
TN,Van Buren County,1805,79582,127,6407,159,6741,32,1.7730000000000001,35.699234000000004,-85.458409
CA,Placer County,141595,15230760,11421,782704,13923,1180411,2502,1.767,39.062032,-120.722718
GA,Lumpkin County,9059,556390,944,44058,1104,60446,160,1.766,34.56814,-83.998925
OR,Sherman County,624,39854,36,1562,47,2057,11,1.7630000000000001,45.399215999999996,-120.67851200000001
GA,Putnam County,7156,440276,583,29167,709,61800,126,1.761,33.321059999999996,-83.37179
TX,Atascosa County,15613,902099,1219,54516,1494,66618,275,1.761,28.891478000000003,-98.535381
WY,Sublette County,3132,301278,236,15935,291,20228,55,1.756,42.767928000000005,-109.91617
CA,San Benito County,21706,1732592,1529,109869,1910,142750,381,1.755,36.611651,-121.085811
NC,Iredell County,61595,4958454,4559,310981,5640,414468,1081,1.755,35.806249,-80.87451999999999
CO,Kiowa County,456,22707,21,617,29,1406,8,1.754,38.387663,-102.756849
CO,Delta County,10302,524861,751,34145,929,47151,178,1.7280000000000002,38.861595,-107.864892
CO,Montrose County,14668,847038,1070,48714,1323,74152,253,1.725,38.407507,-108.266282
TX,Van Zandt County,17095,993741,1402,69838,1696,87164,294,1.72,32.558787,-95.836906
MN,Lake County,4185,255511,229,10849,301,16341,72,1.72,47.517111,-91.411704
IN,Hendricks County,59416,4914037,5204,299206,6224,337156,1020,1.7169999999999999,39.768963,-86.509908
WV,Morgan County,6357,320139,396,17320,505,23861,109,1.715,39.555002,-78.257345
KY,Meade County,9626,575555,1069,46482,1234,56173,165,1.714,37.967476,-86.200863
AR,Baxter County,14071,759342,926,34661,1165,55850,239,1.699,36.280268,-92.329949
GA,Bartow County,33131,2017287,2697,126354,3255,152508,558,1.6840000000000002,34.240916999999996,-84.838188
TN,Dickson County,18301,1088879,1291,53133,1599,84349,308,1.683,36.145533,-87.36415500000001
CO,Teller County,9097,642303,1141,63832,1294,98442,153,1.682,38.869976,-105.18736499999999
WI,Forest County,3391,195237,125,4770,182,10555,57,1.681,45.666881,-88.773326
WI,Sawyer County,6648,377435,419,21288,530,42810,111,1.67,45.864913,-91.14713
GA,Lincoln County,2576,135708,136,5324,179,9695,43,1.669,33.792151000000004,-82.448299
WA,Ferry County,2108,111251,177,9220,212,10600,35,1.66,48.473256,-118.53358899999999
GA,McIntosh County,3623,180546,301,12337,361,18796,60,1.656,31.488506,-81.372289
TX,Fort Bend County,240466,25001573,19762,1480164,23731,1672986,3969,1.651,29.526602,-95.771015
GA,Candler County,3033,135326,227,7667,277,19193,50,1.649,32.40395,-82.07126600000001
AR,Randolph County,5343,234703,347,14223,435,14846,88,1.6469999999999998,36.341297999999995,-91.028441
SD,Custer County,3341,218122,325,14385,380,24636,55,1.646,43.684943,-103.46225
ID,Clearwater County,2738,146211,183,8157,228,9711,45,1.6440000000000001,46.67257,-115.6535
GA,Atkinson County,2255,85461,139,5503,176,5186,37,1.641,31.296806,-82.878151
TN,Blount County,47263,3090535,3030,156466,3802,240454,772,1.633,35.688185,-83.922973
NC,Henderson County,42251,2644293,3156,169335,3845,239749,689,1.631,35.336415,-82.479741
SC,Georgetown County,22894,1604626,1640,91661,2012,167409,372,1.625,33.417531,-79.29633299999999
FL,Bradford County,7768,412975,616,24468,742,28602,126,1.6219999999999999,29.952385999999997,-82.166679
MT,Granite County,1111,63593,96,4855,114,8544,18,1.62,46.395955,-113.427356
SC,Kershaw County,22110,1278025,1393,62437,1751,84967,358,1.619,34.338356,-80.590885
WA,Franklin County,28292,1723313,2637,132505,3094,150281,457,1.615,46.53458,-118.906944
TN,Moore County,2171,140443,189,7330,224,9280,35,1.6119999999999999,35.288888,-86.358684
VA,Buckingham County,5094,245144,290,10677,372,16373,82,1.61,37.573928,-78.529169
NC,McDowell County,14789,718159,684,29420,922,47640,238,1.609,35.682271,-82.04804399999999
FL,Suwannee County,12641,580805,1041,34681,1244,46573,203,1.6059999999999999,30.189244,-82.992754
NM,Sandoval County,50083,3280355,4263,242060,5067,308967,804,1.605,35.685091,-106.883119
TN,Fentress County,5482,242125,307,11364,395,20115,88,1.605,36.369892,-84.937764
TN,Coffee County,18882,1062962,1505,69866,1807,77930,302,1.599,35.488765,-86.078202
WI,Vilas County,9209,549646,641,39339,788,58729,147,1.5959999999999999,46.049848,-89.501254
ID,Lincoln County,1505,70628,112,3891,136,5779,24,1.595,42.986181,-114.153899
TN,Cheatham County,14691,925454,1322,69308,1556,82557,234,1.5930000000000002,36.255169,-87.100808
KY,Allen County,6156,295353,377,13368,475,18808,98,1.5919999999999999,36.75077,-86.192458
WA,Clark County,175569,15439902,11605,755339,14398,966959,2793,1.591,45.77173,-122.48595300000001
VA,Powhatan County,10628,1002140,738,51039,907,71800,169,1.59,37.549403999999996,-77.91285500000001
CO,Broomfield County,23522,2694139,4751,359012,5125,381334,374,1.59,39.953593,-105.05078700000001
OK,Wagoner County,24142,1642001,2613,130282,2996,165050,383,1.5859999999999999,35.963479,-95.514098
TN,Hancock County,1833,68019,79,2117,108,4251,29,1.5819999999999999,36.521353000000005,-83.22749300000001
CO,Las Animas County,4627,226234,351,14630,424,17664,73,1.578,37.318831,-104.04411
FL,Baker County,8193,458930,509,20413,638,29572,129,1.575,30.324441999999998,-82.302284
MS,DeSoto County,61296,3917758,4877,234309,5835,272763,958,1.5630000000000002,34.874266,-89.99324
TN,Macon County,7484,344199,485,15378,602,21457,117,1.5630000000000002,36.537757,-86.00095999999999
MI,Benzie County,7048,410484,557,28638,667,44076,110,1.561,44.648621,-86.494326
SD,Butte County,3657,192376,316,13430,373,13669,57,1.5590000000000002,44.896226,-103.501436
WA,Pend Oreille County,4173,370781,398,21703,463,28861,65,1.558,48.543825,-117.23219099999999
AZ,Gila County,16962,872935,1215,58993,1477,87616,262,1.545,33.789618,-110.81187
WY,Lincoln County,6474,516503,454,28933,554,39794,100,1.545,42.229993,-110.682961
CA,Amador County,13491,940576,911,49443,1119,71015,208,1.5419999999999998,38.44355,-120.653856
WI,Burnett County,6300,331278,398,17749,495,31912,97,1.54,45.866896999999994,-92.37573
IN,Benton County,3188,161979,225,8079,274,10285,49,1.537,40.600939000000004,-87.314786
TN,Cocke County,11853,477728,675,21261,857,29190,182,1.535,35.916198,-83.119224
VA,Fluvanna County,9583,674777,776,46051,923,57748,147,1.534,37.830584,-78.28349399999999
MI,Roscommon County,8874,426160,747,30284,883,45250,136,1.5330000000000001,44.339517,-84.611271
CO,Denver County,254974,25477696,40481,2667509,44384,3124332,3903,1.531,39.76185,-104.881105
TN,Morgan County,5883,288302,341,12289,431,15569,90,1.53,36.138697,-84.639262
NV,Washoe County,178496,16003020,10402,693684,13133,1186613,2731,1.53,40.731320000000004,-119.663269
WA,Skagit County,46815,3477003,3236,195397,3950,308919,714,1.525,48.493292,-121.81577
TN,Rutherford County,109020,7204142,9790,500433,11453,535217,1663,1.525,35.843369,-86.417213
TX,Mason County,1508,86725,90,4372,113,7504,23,1.525,30.703915999999996,-99.237302
AL,Cherokee County,7440,370732,441,17422,554,28923,113,1.5190000000000001,34.069515,-85.65424200000001
AR,Stone County,3622,149451,200,7043,255,9075,55,1.518,35.857001000000004,-92.14048199999999
FL,Columbia County,21202,1066727,1623,63483,1944,79545,321,1.514,30.221651,-82.62337099999999
TX,Lampasas County,6959,428772,683,30342,788,43115,105,1.5090000000000001,31.196731,-98.240889
AR,Izard County,3672,168306,282,9896,337,13064,55,1.4980000000000002,36.094879,-91.913625
WA,Spokane County,186604,13175234,9669,494530,12461,719550,2792,1.496,47.620375,-117.40337099999999
WA,Douglas County,14266,904307,1420,70427,1632,88742,212,1.486,47.741763,-119.694622
SC,Beaufort County,64829,6133414,6046,385995,7009,776198,963,1.485,32.358112,-80.689422
TX,Gillespie County,10389,963216,711,49583,865,77091,154,1.482,30.325090999999997,-98.941851
VA,Dinwiddie County,10062,578848,790,32416,939,37948,149,1.4809999999999999,37.073498,-77.635492
TN,Franklin County,14331,827362,906,43620,1118,60429,212,1.479,35.155926,-86.099203
NC,Stanly County,20761,1191101,1030,43712,1336,61654,306,1.474,35.310449,-80.254374
GA,Spalding County,20351,1036154,1858,76838,2158,89097,300,1.474,33.262347999999996,-84.28490500000001
VA,Bedford County,28425,2127642,2045,120210,2462,152618,417,1.4669999999999999,37.312257,-79.52722299999999
MO,Camden County,15484,952210,1480,67773,1707,105834,227,1.466,38.026527,-92.765327
ME,Lincoln County,14320,884327,928,47128,1138,74466,210,1.466,43.994781,-69.513624
GA,Franklin County,6839,353017,604,21302,704,28913,100,1.462,34.375265999999996,-83.227532
MO,Iron County,2944,133982,212,6787,255,7166,43,1.4609999999999999,37.594364,-90.98468199999999
TX,Wilson County,16083,1224241,1278,72578,1513,112598,235,1.4609999999999999,29.173883,-98.08673399999999
MN,Chisago County,20863,1643790,1630,92023,1933,111675,303,1.452,45.505444,-92.903849
GA,Habersham County,13794,773587,929,45860,1129,54555,200,1.45,34.634392,-83.525875
VA,Orange County,13179,919390,1295,71204,1486,95110,191,1.449,38.250192999999996,-78.009622
TX,Medina County,15499,1008858,1211,58822,1435,78910,224,1.445,29.353661,-99.111085
MN,Hubbard County,7551,461467,562,31191,671,35900,109,1.444,47.095551,-94.91329
MD,Frederick County,96951,8925877,6822,474656,8215,565097,1393,1.4369999999999998,39.470214,-77.397628
TN,White County,8649,395268,621,20865,745,32290,124,1.4340000000000002,35.927049,-85.45578499999999
FL,Glades County,3001,171193,373,14790,416,17369,43,1.433,26.95481,-81.19082
NC,Gaston County,74925,4594517,5235,248777,6309,306681,1074,1.433,35.293344,-81.177256
FL,Clay County,73883,4941020,7908,448768,8965,529836,1057,1.431,29.986584000000004,-81.865036
GA,Webster County,701,27139,40,1137,50,1526,10,1.4269999999999998,32.046690999999996,-84.553828
FL,Okaloosa County,75605,5353520,8641,474484,9720,611755,1079,1.4269999999999998,30.665851,-86.594187
SC,Lexington County,99464,7056130,7544,399906,8957,466842,1413,1.421,33.899477000000005,-81.266277
WI,Iron County,2538,132850,133,4832,169,9632,36,1.4180000000000001,46.32655,-90.261298
TX,Leon County,5717,303052,423,19081,504,29540,81,1.4169999999999998,31.300493,-95.995622
GA,Jasper County,4307,269426,358,12765,419,24097,61,1.416,33.316981,-83.689151
TX,Archer County,2902,205739,191,8390,232,13267,41,1.413,33.616305,-98.687267
WA,Asotin County,7722,512303,690,29686,799,35180,109,1.412,46.181861,-117.22778100000001
OK,Okfuskee County,3048,132238,177,6217,220,8022,43,1.411,35.466803999999996,-96.32776199999999
NH,Carroll County,20715,1732343,1397,84791,1689,172857,292,1.41,43.867774,-71.20156
MN,Kanabec County,5753,314663,381,15633,462,20692,81,1.4080000000000001,45.947759999999995,-93.297788
ME,Piscataquis County,5832,274080,343,14073,425,17748,82,1.406,45.915639,-69.102231
FL,Brevard County,223514,14831323,13796,856882,16934,1147566,3138,1.4040000000000001,28.298310999999998,-80.700333
ID,Camas County,356,20479,26,1549,31,1773,5,1.4040000000000001,43.502552,-114.772135
SC,Greenville County,174000,13638831,12030,722725,14471,898887,2441,1.403,34.892645,-82.372077
OR,Wasco County,8916,512071,700,33008,825,39401,125,1.402,45.164536,-121.16506899999999
GA,Coweta County,47355,3716489,3931,243638,4594,302171,663,1.4,33.352897,-84.76213800000001
ND,Dunn County,1502,135011,169,10549,190,10789,21,1.3980000000000001,47.354557,-102.61232199999999
NE,Washington County,7585,662291,558,32122,664,44953,106,1.3969999999999998,41.533972999999996,-96.224577
CA,Calaveras County,15854,1096750,1273,75460,1494,116076,221,1.3940000000000001,38.1839,-120.56144099999999
TX,Comanche County,4306,196510,293,9911,353,19710,60,1.393,31.951645000000003,-98.549617
UT,Sanpete County,7177,389378,568,23772,668,31066,100,1.393,39.382531,-111.572883
AZ,Maricopa County,1471961,117024435,67741,4328950,88231,6573244,20490,1.392,33.345176,-112.49893
NC,Transylvania County,11518,707799,820,44435,980,77582,160,1.389,35.210103000000004,-82.816666
IN,Washington County,9796,476591,533,20429,669,28571,136,1.3880000000000001,38.600613,-86.10475100000001
CA,Tehama County,19635,1090007,1386,66719,1658,80518,272,1.385,40.126157,-122.232274
TN,Clay County,2389,96929,140,3436,173,6443,33,1.381,36.545749,-85.54571700000001
UT,Juab County,3260,202144,256,11298,301,15514,45,1.38,39.71412,-112.790471
VA,Loudoun County,138834,19882301,12880,1359749,14791,1522040,1911,1.376,39.0812,-77.638898
OH,Union County,20287,1842950,1695,126710,1974,156706,279,1.375,40.295901,-83.367042
OR,Josephine County,29142,1699366,1996,82376,2396,114170,400,1.3730000000000002,42.386983,-123.57162
GA,Berrien County,5026,243315,407,14091,476,13413,69,1.3730000000000002,31.288652000000003,-83.22787
MT,Mineral County,1460,80378,139,6104,159,7507,20,1.37,47.151942,-115.065627
TN,Putnam County,24611,1502546,2026,83331,2363,132623,337,1.369,36.14094,-85.49618000000001
WA,Kitsap County,98909,8459775,8624,516563,9973,705182,1349,1.364,47.639595,-122.649634
TX,Palo Pinto County,9019,521199,742,36848,865,54796,123,1.364,32.752204,-98.31796700000001
TX,Tyler County,5657,288007,387,16942,464,22434,77,1.361,30.769295,-94.375656
GA,Miller County,1625,76000,131,4092,153,5649,22,1.354,31.162931,-84.730398
WI,Door County,12869,893952,691,41937,865,69360,174,1.3519999999999999,45.093416999999995,-87.048683
TN,Smith County,6588,429994,462,19315,551,25101,89,1.351,36.256645,-85.94191500000001
TX,Franklin County,3256,177753,306,10037,350,16510,44,1.351,33.175846,-95.219066
MN,Pope County,4462,292235,278,17133,338,20198,60,1.345,45.589622999999996,-95.44670500000001
TN,Roane County,18173,1125599,1281,58052,1525,82039,244,1.3430000000000002,35.84725,-84.52392900000001
MS,Hancock County,13738,776936,1164,50648,1348,67144,184,1.339,30.391640999999996,-89.482791
NC,Alexander County,12181,655225,681,29725,844,39091,163,1.338,35.920951,-81.17746700000001
MT,Park County,6890,396772,594,29047,686,45683,92,1.335,45.421428999999996,-110.53276000000001
NH,Coos County,11832,618605,686,29568,844,45447,158,1.335,44.652547999999996,-71.28943100000001
ND,Steele County,750,55745,22,1126,32,1373,10,1.3330000000000002,47.451062,-97.71892
CA,El Dorado County,70039,7227334,5497,420607,6429,617910,932,1.331,38.785612,-120.534225
WY,Crook County,2632,211522,180,9063,215,11179,35,1.33,44.589265999999995,-104.567298
TN,Cannon County,4740,239504,383,15686,446,21629,63,1.329,35.808394,-86.062404
TX,Cooke County,13813,968128,1046,52487,1229,83645,183,1.325,33.639196000000005,-97.21034300000001
CA,Plumas County,6962,430849,509,24216,601,37497,92,1.321,39.992295,-120.824371
KS,Morris County,2047,110628,102,4362,129,6140,27,1.319,38.688204,-96.651448
FL,Osceola County,120238,5598735,15247,598315,16832,837528,1585,1.318,28.059027,-81.139312
NE,Perkins County,1062,55647,28,1321,42,1892,14,1.318,40.857646,-101.62746800000001
AR,Saline County,39392,2694599,2999,155016,3517,180093,518,1.315,34.648525,-92.674463
MT,Stillwater County,3424,241545,243,14598,288,19748,45,1.314,45.658545000000004,-109.381576
NE,Hayes County,305,4234,22,574,26,997,4,1.311,40.537234000000005,-101.047963
NC,Carteret County,24716,1612572,1900,92755,2224,159574,324,1.311,34.858343,-76.53586
MO,Stone County,10681,585218,1132,47455,1272,83370,140,1.311,36.751003999999995,-93.473701
MI,Alger County,3280,188939,149,6626,192,9383,43,1.311,47.080077,-86.56410799999999
ID,Blaine County,9545,1094504,618,37403,743,107966,125,1.31,43.394192,-113.955371
KY,Trimble County,2827,154761,223,8149,260,10044,37,1.3090000000000002,38.62004,-85.351208
MD,Worcester County,21316,1571637,1649,88364,1927,134082,278,1.304,38.222133,-75.309931
AL,Russell County,16861,742780,2386,90500,2605,98118,219,1.2990000000000002,32.289811,-85.18698
TX,Caldwell County,13478,695896,1345,55528,1520,64514,175,1.298,29.832399,-97.628141
GA,Banks County,5266,285933,573,21995,641,27427,68,1.291,34.351921999999995,-83.498441
ME,Sagadahoc County,14591,1018294,1217,68029,1405,76811,188,1.288,43.916845,-69.844227
OK,Logan County,14283,1099210,1335,82862,1519,99426,184,1.288,35.914151000000004,-97.450764
TN,Sequatchie County,4747,262929,366,14017,427,22799,61,1.285,35.372336,-85.41008199999999
GA,Lamar County,5405,272403,460,16989,529,24118,69,1.2770000000000001,33.07444,-84.146689
GA,Haralson County,8586,486340,724,28695,833,36076,109,1.27,33.795165000000004,-85.220063
TN,Hardin County,8356,401113,487,17097,593,35102,106,1.2690000000000001,35.201893,-88.185696
GA,Madison County,9229,482467,681,24931,798,31315,117,1.268,34.128526,-83.203737
TN,McMinn County,17226,927755,1131,41368,1349,54859,218,1.266,35.424471999999994,-84.619949
ME,York County,84439,5840835,5206,290171,6274,400274,1068,1.265,43.426019000000004,-70.668425
OR,Douglas County,36511,1975864,2117,98973,2578,114980,461,1.263,43.286328000000005,-123.154476
SD,Union County,6017,929120,561,39879,637,55128,76,1.263,42.831106,-96.650829
FL,Collier County,141277,20859061,10536,966864,12321,2727095,1785,1.263,26.118786,-81.40095500000001
CO,Grand County,5703,447418,727,46815,799,55384,72,1.262,40.113065,-106.11083700000002
VA,Spotsylvania County,46529,3799358,4535,271563,5121,297961,586,1.2590000000000001,38.182431,-77.657226
MO,Knox County,1351,53964,57,1757,74,2819,17,1.258,40.136856,-92.146835
WA,Garfield County,718,39004,53,2640,62,2802,9,1.253,46.429478,-117.53671100000001
UT,Grand County,3680,239391,363,16522,409,16614,46,1.25,38.974326,-109.57345
OH,Warren County,83398,8418367,6958,556336,7996,600989,1038,1.245,39.425652,-84.16990600000001
AZ,Graham County,8832,475349,558,30940,668,27533,110,1.245,32.931828,-109.87831000000001
OR,Klamath County,21866,1168096,1581,73347,1853,84387,272,1.244,42.683761,-121.64616799999999
VA,Culpeper County,17533,1284125,1397,82347,1615,95056,218,1.2429999999999999,38.485929999999996,-77.956476
CA,Yuba County,21816,1191151,2698,118629,2969,133196,271,1.242,39.27013,-121.34425900000001
NV,Churchill County,8550,489626,919,43486,1025,49417,106,1.24,39.53771,-118.26416599999999
